,Unnamed: 0,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
16394,16394,39, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,30, United-States,<=50K
28555,28555,59, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,48, United-States,<=50K
1628,1628,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,<=50K
30658,30658,42, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,40, United-States,<=50K
29063,29063,45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,<=50K
22125,22125,40, Private, 7th-8th, Divorced, Farming-fishing, Unmarried, White, Female,40, United-States,<=50K
13990,13990,20, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,40, United-States,<=50K
13770,13770,40, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
18574,18574,24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,15, United-States,<=50K
17474,17474,17, Private, 7th-8th, Never-married, Farming-fishing, Other-relative, Other, Male,40, Mexico,<=50K
8667,8667,36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,42, United-States,>50K
14378,14378,54, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States,<=50K
3491,3491,33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
24571,24571,29, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,>50K
15420,15420,57, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,60, United-States,>50K
23786,23786,18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,35, United-States,<=50K
30782,30782,28, Federal-gov, 10th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,40, United-States,<=50K
28390,28390,47, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,<=50K
13623,13623,71, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,36, United-States,<=50K
32165,32165,51, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,12, United-States,<=50K
25589,25589,46, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
23105,23105,57, Federal-gov, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,<=50K
30442,30442,22, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,20, United-States,<=50K
14113,14113,36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,32, Columbia,<=50K
684,684,18, State-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,5, United-States,<=50K
1432,1432,32, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,50, United-States,>50K
28368,28368,73, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,75, United-States,<=50K
6975,6975,47, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
19571,19571,60, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,<=50K
23767,23767,33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
9661,9661,29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
24183,24183,49, ?, Bachelors, Divorced, ?, Own-child, White, Female,40, United-States,<=50K
5380,5380,42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,50, United-States,>50K
22592,22592,48, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,>50K
6553,6553,43, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,55, United-States,<=50K
9290,9290,59, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female,28, United-States,<=50K
11704,11704,25, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,40, United-States,<=50K
26710,26710,50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
10735,10735,30, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
8493,8493,49, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,40, United-States,<=50K
27158,27158,21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States,<=50K
3925,3925,45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,30, United-States,<=50K
10946,10946,29, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
3681,3681,20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States,<=50K
24091,24091,25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
27816,27816,33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
29037,29037,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
3908,3908,28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States,<=50K
11024,11024,45, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
20455,20455,25, Private, 9th, Never-married, Farming-fishing, Other-relative, White, Male,45, Mexico,<=50K
14301,14301,33, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
11251,11251,29, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,<=50K
19485,19485,46, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
3550,3550,39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
17027,17027,78, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,45, United-States,>50K
27014,27014,36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
28959,28959,33, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico,<=50K
15224,15224,34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,48, United-States,<=50K
5134,5134,52, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
21386,21386,32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
26238,26238,21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States,<=50K
8089,8089,51, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,43, United-States,<=50K
4435,4435,40, ?, Some-college, Divorced, ?, Not-in-family, White, Female,30, United-States,<=50K
24716,24716,35, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,60, United-States,<=50K
641,641,60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
15971,15971,63, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
6611,6611,66, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,25, United-States,<=50K
3345,3345,45, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, United-States,<=50K
14171,14171,34, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,45, United-States,<=50K
11539,11539,42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,>50K
7607,7607,55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,<=50K
20457,20457,60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
3236,3236,41, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, Poland,<=50K
24392,24392,32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,60, United-States,<=50K
23360,23360,24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,42, United-States,<=50K
840,840,17, Private, 11th, Never-married, Sales, Own-child, White, Male,20, United-States,<=50K
16926,16926,50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
7060,7060,46, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, United-States,>50K
20340,20340,60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
2617,2617,23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
3171,3171,43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,<=50K
16344,16344,28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States,<=50K
8169,8169,27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
11176,11176,31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
5508,5508,18, Private, 11th, Never-married, Sales, Own-child, White, Female,10, United-States,<=50K
5881,5881,62, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
21928,21928,42, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States,<=50K
30501,30501,21, Private, 11th, Never-married, Other-service, Own-child, White, Male,42, El-Salvador,<=50K
19544,19544,54, ?, 9th, Divorced, ?, Not-in-family, White, Female,15, United-States,<=50K
2578,2578,67, ?, Masters, Married-civ-spouse, ?, Husband, Black, Male,40, United-States,>50K
26808,26808,35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
20419,20419,65, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,20, United-States,<=50K
11512,11512,90, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,24, United-States,<=50K
8737,8737,46, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,38, United-States,>50K
28760,28760,33, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States,<=50K
30949,30949,24, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Other, Female,40, United-States,<=50K
11419,11419,39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
26798,26798,20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States,<=50K
15260,15260,59, Private, 9th, Separated, Machine-op-inspct, Unmarried, White, Female,40, Mexico,<=50K
12048,12048,22, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,36, Mexico,<=50K
28560,28560,64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,<=50K
22620,22620,47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, Canada,>50K
19710,19710,60, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female,10, United-States,<=50K
26552,26552,54, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,36, United-States,<=50K
8518,8518,29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
26354,26354,43, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States,<=50K
15102,15102,76, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,30, United-States,<=50K
19646,19646,27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,75, United-States,<=50K
26662,26662,18, Federal-gov, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,4, United-States,<=50K
21261,21261,45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
18943,18943,51, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,>50K
26622,26622,41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,50, United-States,<=50K
18294,18294,19, ?, Some-college, Never-married, ?, Not-in-family, White, Female,32, United-States,<=50K
15155,15155,47, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
20379,20379,61, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,>50K
11672,11672,38, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,40, Portugal,<=50K
18130,18130,40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,45, England,<=50K
27294,27294,37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,44, United-States,>50K
4558,4558,67, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
31902,31902,34, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Portugal,<=50K
15034,15034,45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
25651,25651,29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
157,157,71, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Black, Male,2, United-States,<=50K
25238,25238,65, ?, 11th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,15, United-States,<=50K
16227,16227,54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
16661,16661,26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,35, United-States,<=50K
31488,31488,48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
31541,31541,26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,40, United-States,<=50K
19014,19014,25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
13341,13341,61, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, Canada,<=50K
787,787,18, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,30, United-States,<=50K
30791,30791,20, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
5318,5318,39, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,56, United-States,<=50K
3507,3507,25, Local-gov, Masters, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States,<=50K
18671,18671,45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,<=50K
25283,25283,56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
22388,22388,46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States,>50K
1195,1195,49, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States,<=50K
19289,19289,32, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,30, United-States,<=50K
10062,10062,38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, ?,>50K
19923,19923,28, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,>50K
18703,18703,73, Federal-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Female,40, United-States,<=50K
23938,23938,60, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
28605,28605,51, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
6008,6008,51, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
31870,31870,44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
23472,23472,31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
27674,27674,49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
31364,31364,61, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,58, United-States,>50K
10204,10204,30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
17171,17171,18, Private, 11th, Never-married, Sales, Own-child, White, Female,15, United-States,<=50K
13299,13299,44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,>50K
4388,4388,29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,<=50K
28942,28942,37, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,30, Vietnam,<=50K
6907,6907,48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,<=50K
6859,6859,41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States,<=50K
29462,29462,42, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
14038,14038,42, Local-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States,<=50K
24642,24642,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,<=50K
23873,23873,40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,<=50K
16860,16860,24, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,25, United-States,<=50K
17398,17398,29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,45, United-States,<=50K
8241,8241,20, ?, Some-college, Never-married, ?, Own-child, White, Female,40, United-States,<=50K
11523,11523,48, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,30, United-States,<=50K
23772,23772,67, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,20, United-States,<=50K
17177,17177,29, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,40, United-States,<=50K
1964,1964,28, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,20, United-States,<=50K
5827,5827,54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
5163,5163,27, Private, Masters, Never-married, Sales, Own-child, White, Male,40, United-States,<=50K
19151,19151,53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
22316,22316,50, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
23295,23295,39, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,50, United-States,>50K
18156,18156,29, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
642,642,21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
29055,29055,43, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,50, United-States,>50K
21769,21769,31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States,<=50K
4275,4275,44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
12722,12722,26, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
24097,24097,19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States,<=50K
23679,23679,19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,25, United-States,<=50K
13779,13779,27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
5847,5847,39, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,40, United-States,<=50K
3220,3220,47, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,70, United-States,>50K
31118,31118,65, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,45, Germany,<=50K
16453,16453,50, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,15, United-States,<=50K
19073,19073,45, ?, 7th-8th, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,48, United-States,<=50K
28750,28750,19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
10603,10603,20, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,25, United-States,<=50K
5989,5989,32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
4367,4367,33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, South,<=50K
20337,20337,18, Never-worked, 11th, Never-married, ?, Own-child, White, Female,10, United-States,<=50K
15822,15822,24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,15, United-States,<=50K
23799,23799,29, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
5104,5104,90, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,35, United-States,<=50K
20751,20751,36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,65, United-States,<=50K
8319,8319,50, Private, 9th, Divorced, Transport-moving, Not-in-family, White, Male,50, United-States,<=50K
1182,1182,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
21377,21377,57, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,40, United-States,<=50K
23985,23985,22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,16, United-States,<=50K
3976,3976,67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,<=50K
15411,15411,47, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
11232,11232,35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44, United-States,<=50K
32394,32394,31, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,35, United-States,<=50K
6165,6165,51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
23935,23935,44, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
331,331,26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
28057,28057,35, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,<=50K
8244,8244,32, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,40, Mexico,<=50K
6220,6220,55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
11046,11046,23, ?, HS-grad, Never-married, ?, Own-child, White, Male,60, United-States,<=50K
16565,16565,35, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
8705,8705,32, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States,<=50K
32214,32214,22, Local-gov, 5th-6th, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Guatemala,>50K
21370,21370,61, Private, Preschool, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, China,<=50K
29097,29097,68, ?, 9th, Married-civ-spouse, ?, Husband, White, Male,2, United-States,<=50K
18607,18607,60, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,44, United-States,<=50K
1227,1227,42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,<=50K
22956,22956,30, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,20, Taiwan,<=50K
5253,5253,30, Local-gov, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Black, Male,40, United-States,<=50K
6204,6204,49, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
7004,7004,61, Self-emp-not-inc, HS-grad, Widowed, Other-service, Other-relative, White, Female,40, United-States,<=50K
1557,1557,41, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,50, ?,<=50K
15652,15652,56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
7798,7798,32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
23812,23812,22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
13169,13169,53, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,<=50K
19962,19962,34, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,38, United-States,<=50K
25500,25500,29, Without-pay, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,65, United-States,<=50K
23245,23245,20, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,40, United-States,<=50K
11651,11651,34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,45, United-States,<=50K
28745,28745,35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States,>50K
3834,3834,32, ?, Bachelors, Never-married, ?, Not-in-family, White, Female,20, ?,<=50K
16279,16279,26, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,48, United-States,<=50K
30114,30114,47, Private, 5th-6th, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,40, Mexico,<=50K
18366,18366,74, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Other-relative, White, Male,40, United-States,<=50K
12778,12778,24, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States,<=50K
30171,30171,45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,40, United-States,<=50K
15734,15734,51, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, ?,<=50K
28332,28332,43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,<=50K
3645,3645,33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States,<=50K
27578,27578,64, ?, HS-grad, Widowed, ?, Not-in-family, White, Female,20, United-States,<=50K
8488,8488,27, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,<=50K
22591,22591,39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States,>50K
11767,11767,38, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
22531,22531,40, Private, Preschool, Married-spouse-absent, Adm-clerical, Own-child, White, Male,40, United-States,<=50K
14565,14565,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
15305,15305,54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,42, United-States,<=50K
3853,3853,20, Private, 12th, Never-married, Other-service, Not-in-family, White, Male,40, United-States,<=50K
14152,14152,37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, Germany,>50K
14733,14733,45, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States,>50K
23241,23241,19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States,<=50K
573,573,37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
16574,16574,24, Private, 5th-6th, Never-married, Machine-op-inspct, Other-relative, White, Female,40, Mexico,<=50K
15077,15077,40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,>50K
18633,18633,36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
27872,27872,36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,>50K
17467,17467,50, Local-gov, 11th, Never-married, Craft-repair, Unmarried, White, Male,40, United-States,<=50K
